14121,location 118,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-19 - 19 - ,-resource_type 2 - ,-severity_type 2 - ,1
11180,location 181,-event_type 34 - event_type 35 - ,-feature 307 - feature 235 - feature 313 - feature 312 - feature 233 - feature 315 - ,-1 - 2 - 1 - 1 - 2 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
6153,location 734,-event_type 54 - event_type 11 - event_type 15 - ,-feature 82 - feature 80 - feature 56 - feature 203 - feature 71 - ,-8 - 2 - 1 - 6 - 1 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - ,2
17795,location 187,-event_type 11 - event_type 35 - event_type 34 - ,-feature 211 - feature 94 - feature 44 - feature 232 - feature 227 - feature 160 - feature 307 - feature 312 - ,-15 - 15 - 23 - 2 - 15 - 34 - 15 - 2 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - ,1
1979,location 244,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-32 - 32 - ,-resource_type 2 - ,-severity_type 2 - ,0
1908,location 653,-event_type 11 - event_type 15 - ,-feature 201 - feature 80 - ,-15 - 13 - ,-resource_type 8 - ,-severity_type 1 - ,0
10296,location 680,-event_type 11 - ,-feature 171 - feature 55 - ,-2 - 2 - ,-resource_type 8 - ,-severity_type 1 - ,1
9330,location 810,-event_type 11 - event_type 15 - ,-feature 203 - feature 82 - ,-8 - 13 - ,-resource_type 8 - ,-severity_type 1 - ,2
8281,location 793,-event_type 11 - ,-feature 73 - feature 195 - ,-73 - 20 - ,-resource_type 8 - ,-severity_type 1 - ,0
11510,location 957,-event_type 11 - ,-feature 81 - feature 202 - ,-4 - 4 - ,-resource_type 8 - ,-severity_type 1 - ,1
18180,location 892,-event_type 44 - event_type 43 - event_type 42 - ,-feature 291 - feature 368 - feature 283 - feature 376 - feature 375 - ,-5 - 4 - 4 - 4 - 3 - ,-resource_type 2 - ,-severity_type 1 - ,1
1111,location 915,-event_type 11 - ,-feature 170 - ,-3 - ,-resource_type 8 - ,-severity_type 1 - ,1
13865,location 989,-event_type 11 - ,-feature 87 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - ,0
1915,location 794,-event_type 23 - event_type 11 - event_type 14 - ,-feature 163 - feature 47 - feature 306 - ,-2 - 2 - 3 - ,-resource_type 4 - resource_type 7 - resource_type 8 - ,-severity_type 1 - ,0
12170,location 894,-event_type 11 - ,-feature 166 - feature 50 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,1
8672,location 494,-event_type 35 - event_type 34 - ,-feature 233 - feature 313 - feature 315 - feature 232 - feature 312 - ,-6 - 13 - 3 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
15276,location 2,-event_type 11 - event_type 13 - ,-feature 273 - feature 179 - feature 345 - feature 68 - ,-2 - 1 - 1 - 2 - ,-resource_type 6 - resource_type 8 - ,-severity_type 1 - ,1
12357,location 476,-event_type 35 - event_type 34 - ,-feature 309 - feature 234 - feature 308 - feature 314 - feature 228 - feature 229 - feature 312 - ,-19 - 12 - 4 - 27 - 2 - 3 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
10584,location 849,-event_type 11 - ,-feature 73 - feature 195 - ,-2 - 2 - ,-resource_type 8 - ,-severity_type 1 - ,0
9625,location 490,-event_type 35 - event_type 34 - ,-feature 234 - feature 312 - feature 314 - feature 232 - ,-7 - 1 - 11 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
5370,location 1015,-event_type 11 - ,-feature 54 - feature 170 - ,-5 - 3 - ,-resource_type 8 - ,-severity_type 1 - ,1
15737,location 388,-event_type 35 - ,-feature 312 - feature 307 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 4 - ,0
10748,location 853,-event_type 11 - ,-feature 54 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - ,0
13556,location 95,-event_type 35 - event_type 34 - ,-feature 232 - feature 227 - feature 312 - ,-2 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,1
14962,location 499,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - feature 235 - feature 313 - feature 315 - feature 233 - ,-54 - 59 - 47 - 82 - 84 - 85 - ,-resource_type 2 - ,-severity_type 2 - ,0
8022,location 826,-event_type 11 - event_type 14 - ,-feature 170 - ,-1 - ,-resource_type 4 - resource_type 8 - ,-severity_type 2 - ,1
1909,location 846,-event_type 15 - event_type 11 - ,-feature 82 - feature 203 - ,-8 - 10 - ,-resource_type 8 - ,-severity_type 1 - ,2
11269,location 130,-event_type 35 - ,-feature 307 - feature 312 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 4 - ,0
14931,location 962,-event_type 15 - ,-feature 82 - feature 203 - ,-8 - 6 - ,-resource_type 8 - ,-severity_type 2 - ,1
2753,location 489,-event_type 34 - event_type 35 - ,-feature 233 - feature 232 - feature 313 - feature 312 - ,-5 - 18 - 12 - 28 - ,-resource_type 2 - ,-severity_type 2 - ,0
11038,location 102,-event_type 34 - event_type 35 - ,-feature 234 - feature 232 - feature 312 - feature 313 - feature 233 - feature 235 - feature 229 - feature 309 - feature 310 - feature 315 - feature 228 - feature 307 - feature 227 - feature 314 - feature 230 - feature 308 - ,-1 - 3 - 3 - 5 - 5 - 2 - 1 - 1 - 2 - 2 - 2 - 2 - 2 - 1 - 2 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
10664,location 821,-event_type 11 - ,-feature 80 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - ,2
17165,location 734,-event_type 54 - event_type 15 - ,-feature 71 - feature 203 - feature 193 - feature 82 - feature 172 - feature 68 - ,-4 - 7 - 2 - 14 - 7 - 7 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - ,2
424,location 476,-event_type 35 - event_type 34 - ,-feature 229 - feature 312 - feature 232 - feature 309 - feature 234 - feature 314 - ,-3 - 1 - 1 - 3 - 20 - 22 - ,-resource_type 2 - ,-severity_type 2 - ,0
3055,location 803,-event_type 11 - ,-feature 54 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - ,0
10800,location 892,-event_type 42 - event_type 44 - event_type 43 - ,-feature 290 - feature 291 - feature 376 - feature 368 - feature 375 - feature 283 - ,-22 - 44 - 2 - 4 - 23 - 43 - ,-resource_type 2 - ,-severity_type 1 - ,1
14529,location 242,-event_type 35 - event_type 34 - ,-feature 314 - feature 309 - feature 312 - feature 229 - feature 234 - feature 232 - ,-42 - 48 - 35 - 47 - 40 - 35 - ,-resource_type 2 - ,-severity_type 2 - ,0
3267,location 1107,-event_type 11 - event_type 15 - ,-feature 82 - feature 71 - feature 203 - feature 193 - ,-16 - 4 - 14 - 2 - ,-resource_type 8 - ,-severity_type 1 - ,1
18525,location 810,-event_type 54 - event_type 15 - ,-feature 203 - feature 193 - feature 82 - feature 71 - ,-18 - 1 - 44 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,2
5920,location 400,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-4 - 4 - ,-resource_type 2 - ,-severity_type 2 - ,0
6533,location 1056,-event_type 11 - event_type 13 - ,-feature 273 - feature 68 - feature 179 - ,-1 - 1 - 1 - ,-resource_type 6 - resource_type 8 - ,-severity_type 1 - ,1
4974,location 12,-event_type 54 - event_type 11 - ,-feature 360 - feature 196 - feature 74 - feature 362 - ,-1 - 2 - 2 - 1 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - ,0
15522,location 1048,-event_type 11 - ,-feature 103 - feature 170 - feature 54 - feature 68 - ,-129 - 100 - 434 - 2 - ,-resource_type 8 - ,-severity_type 1 - ,1
752,location 821,-event_type 54 - event_type 15 - event_type 11 - ,-feature 203 - feature 71 - feature 82 - feature 193 - ,-4 - 2 - 12 - 2 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - ,1
55,location 471,-event_type 35 - event_type 34 - ,-feature 314 - feature 310 - feature 230 - feature 232 - feature 234 - feature 316 - feature 233 - feature 229 - feature 313 - feature 228 - feature 308 - feature 309 - feature 236 - feature 312 - ,-23 - 1 - 1 - 52 - 16 - 4 - 7 - 23 - 15 - 36 - 36 - 13 - 3 - 34 - ,-resource_type 2 - ,-severity_type 2 - ,0
6262,location 1052,-event_type 11 - event_type 15 - event_type 54 - ,-feature 80 - feature 82 - feature 203 - ,-2 - 17 - 1 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - ,1
13204,location 895,-event_type 43 - event_type 44 - event_type 42 - event_type 45 - ,-feature 283 - feature 291 - feature 376 - feature 375 - feature 378 - feature 368 - feature 290 - feature 293 - ,-8 - 8 - 10 - 6 - 1 - 10 - 4 - 1 - ,-resource_type 2 - ,-severity_type 1 - ,2
3297,location 280,-event_type 35 - event_type 34 - ,-feature 235 - feature 312 - feature 233 - ,-1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
15144,location 821,-event_type 11 - event_type 15 - ,-feature 193 - feature 71 - feature 108 - feature 82 - feature 203 - feature 172 - ,-70 - 120 - 6 - 90 - 13 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,2
3971,location 1094,-event_type 15 - event_type 11 - ,-feature 198 - feature 74 - feature 76 - feature 66 - feature 196 - feature 188 - ,-3 - 10 - 5 - 1 - 10 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,2
12463,location 9,-event_type 15 - event_type 54 - ,-feature 193 - feature 71 - ,-1 - 4 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - ,0
14629,location 468,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-12 - 12 - ,-resource_type 2 - ,-severity_type 2 - ,0
4792,location 664,-event_type 11 - ,-feature 171 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - ,0
13620,location 942,-event_type 13 - event_type 11 - ,-feature 68 - feature 273 - ,-10 - 2 - ,-resource_type 8 - resource_type 6 - ,-severity_type 1 - ,1
11990,location 87,-event_type 11 - ,-feature 55 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - ,2
11563,location 471,-event_type 35 - event_type 34 - ,-feature 231 - feature 230 - feature 316 - feature 312 - feature 311 - feature 314 - feature 232 - feature 236 - feature 233 - feature 315 - feature 229 - feature 228 - feature 309 - feature 235 - feature 310 - feature 313 - feature 234 - feature 308 - ,-3 - 1 - 5 - 24 - 6 - 30 - 26 - 2 - 13 - 2 - 13 - 12 - 9 - 1 - 6 - 14 - 25 - 8 - ,-resource_type 2 - ,-severity_type 2 - ,0
5181,location 700,-event_type 11 - ,-feature 170 - feature 54 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,1
4061,location 1052,-event_type 15 - event_type 54 - ,-feature 82 - feature 203 - ,-13 - 2 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - ,1
4051,location 653,-event_type 15 - ,-feature 82 - ,-2 - ,-resource_type 8 - ,-severity_type 2 - ,0
2334,location 476,-event_type 35 - event_type 34 - ,-feature 309 - feature 234 - feature 232 - feature 312 - feature 314 - feature 308 - feature 229 - ,-59 - 71 - 1 - 4 - 87 - 6 - 48 - ,-resource_type 2 - ,-severity_type 2 - ,0
7906,location 122,-event_type 35 - event_type 34 - ,-feature 313 - feature 232 - feature 312 - feature 235 - feature 233 - feature 315 - ,-9 - 2 - 3 - 2 - 8 - 3 - ,-resource_type 2 - ,-severity_type 2 - ,0
5261,location 485,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-5 - 8 - ,-resource_type 2 - ,-severity_type 2 - ,0
6973,location 939,-event_type 11 - ,-feature 71 - feature 193 - ,-3 - 3 - ,-resource_type 8 - ,-severity_type 1 - ,0
3407,location 1109,-event_type 13 - event_type 11 - ,-feature 345 - feature 54 - ,-2 - 2 - ,-resource_type 6 - resource_type 8 - ,-severity_type 1 - ,0
15105,location 691,-event_type 23 - event_type 11 - event_type 22 - ,-feature 75 - feature 197 - feature 222 - feature 306 - ,-6 - 2 - 1 - 3 - ,-resource_type 7 - resource_type 8 - ,-severity_type 2 - ,1
11174,location 821,-event_type 5 - event_type 11 - event_type 15 - ,-feature 141 - feature 74 - feature 68 - feature 172 - feature 203 - feature 8 - feature 82 - feature 196 - ,-1 - 1 - 2 - 1 - 5 - 1 - 16 - 2 - ,-resource_type 8 - resource_type 1 - ,-severity_type 1 - ,0
10461,location 702,-event_type 11 - ,-feature 209 - ,-2 - ,-resource_type 8 - ,-severity_type 1 - ,1
9110,location 467,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-2 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
15838,location 445,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-11 - 16 - ,-resource_type 2 - ,-severity_type 2 - ,0
2628,location 498,-event_type 35 - event_type 34 - ,-feature 234 - feature 312 - feature 233 - feature 232 - feature 313 - feature 315 - feature 314 - ,-19 - 2 - 32 - 2 - 39 - 5 - 19 - ,-resource_type 2 - ,-severity_type 2 - ,0
2461,location 496,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - feature 310 - feature 313 - feature 315 - ,-1 - 3 - 1 - 1 - 3 - ,-resource_type 2 - ,-severity_type 2 - ,0
8027,location 169,-event_type 34 - event_type 35 - ,-feature 312 - feature 227 - feature 232 - ,-1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
5750,location 653,-event_type 15 - ,-feature 193 - feature 71 - feature 80 - feature 82 - ,-3 - 3 - 2 - 12 - ,-resource_type 8 - ,-severity_type 2 - ,1
5974,location 189,-event_type 21 - ,-feature 220 - ,-1 - ,-resource_type 2 - ,-severity_type 1 - ,0
13691,location 845,-event_type 15 - ,-feature 203 - feature 82 - ,-6 - 14 - ,-resource_type 8 - ,-severity_type 2 - ,2
4952,location 505,-event_type 34 - event_type 35 - ,-feature 232 - feature 313 - feature 233 - feature 315 - feature 312 - ,-50 - 1 - 1 - 1 - 50 - ,-resource_type 2 - ,-severity_type 2 - ,0
8337,location 825,-event_type 15 - ,-feature 80 - feature 201 - ,-3 - 2 - ,-resource_type 8 - ,-severity_type 2 - ,1
240,location 892,-event_type 42 - event_type 44 - event_type 43 - ,-feature 375 - feature 283 - feature 376 - feature 368 - feature 290 - ,-2 - 1 - 3 - 3 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,1
5701,location 1075,-event_type 15 - event_type 11 - ,-feature 172 - feature 203 - feature 82 - ,-1 - 6 - 8 - ,-resource_type 8 - ,-severity_type 1 - ,2
2471,location 989,-event_type 11 - ,-feature 170 - ,-2 - ,-resource_type 8 - ,-severity_type 1 - ,1
13932,location 734,-event_type 15 - event_type 54 - ,-feature 71 - feature 203 - feature 82 - feature 193 - ,-4 - 6 - 34 - 1 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - ,0
13092,location 836,-event_type 11 - ,-feature 195 - feature 73 - ,-1 - 3 - ,-resource_type 8 - ,-severity_type 1 - ,0
634,location 808,-event_type 11 - event_type 15 - ,-feature 71 - feature 193 - ,-13 - 2 - ,-resource_type 8 - ,-severity_type 1 - ,0
9016,location 1008,-event_type 15 - ,-feature 203 - feature 82 - ,-18 - 20 - ,-resource_type 8 - ,-severity_type 2 - ,0
12598,location 159,-event_type 34 - event_type 35 - ,-feature 301 - feature 221 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
2253,location 478,-event_type 35 - event_type 34 - ,-feature 234 - feature 309 - feature 308 - feature 229 - feature 314 - feature 312 - feature 232 - feature 228 - ,-16 - 16 - 2 - 11 - 25 - 13 - 4 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
16572,location 613,-event_type 15 - event_type 11 - event_type 54 - ,-feature 71 - feature 82 - ,-2 - 9 - ,-resource_type 8 - ,-severity_type 1 - ,0
3600,location 521,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-6 - 7 - ,-resource_type 2 - ,-severity_type 2 - ,0
17593,location 470,-event_type 34 - event_type 35 - ,-feature 232 - feature 313 - feature 312 - feature 233 - ,-1 - 2 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
12699,location 91,-event_type 35 - event_type 34 - ,-feature 314 - feature 232 - feature 227 - feature 313 - feature 312 - feature 233 - feature 229 - feature 234 - feature 309 - feature 307 - ,-1 - 48 - 2 - 15 - 44 - 17 - 1 - 1 - 2 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
5762,location 292,-event_type 34 - event_type 35 - ,-feature 313 - feature 233 - feature 312 - ,-1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
9143,location 345,-event_type 20 - ,-feature 219 - ,-1 - ,-resource_type 2 - ,-severity_type 1 - ,0
6456,location 707,-event_type 15 - ,-feature 193 - feature 71 - ,-2 - 4 - ,-resource_type 8 - ,-severity_type 2 - ,0
6616,location 909,-event_type 11 - event_type 13 - ,-feature 68 - feature 273 - ,-2 - 2 - ,-resource_type 8 - resource_type 6 - ,-severity_type 1 - ,1
17626,location 181,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
13455,location 155,-event_type 35 - event_type 34 - ,-feature 301 - feature 221 - feature 312 - feature 232 - ,-1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,1
17277,location 989,-event_type 11 - ,-feature 54 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - ,1
8277,location 1008,-event_type 15 - ,-feature 82 - feature 203 - ,-22 - 14 - ,-resource_type 8 - ,-severity_type 2 - ,0
17246,location 465,-event_type 34 - event_type 35 - event_type 11 - ,-feature 160 - feature 94 - feature 44 - feature 211 - ,-2 - 1 - 1 - 1 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - ,0
2077,location 518,-event_type 35 - event_type 34 - ,-feature 315 - feature 235 - feature 233 - feature 232 - feature 313 - feature 312 - ,-11 - 7 - 6 - 2 - 10 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
16014,location 242,-event_type 35 - event_type 34 - ,-feature 314 - feature 309 - feature 232 - feature 229 - feature 312 - feature 234 - ,-37 - 45 - 48 - 49 - 48 - 35 - ,-resource_type 2 - ,-severity_type 2 - ,0
8770,location 1107,-event_type 11 - event_type 15 - ,-feature 193 - feature 82 - feature 203 - feature 80 - feature 201 - feature 71 - ,-3 - 84 - 44 - 6 - 2 - 8 - ,-resource_type 8 - ,-severity_type 1 - ,2
6872,location 1097,-event_type 11 - ,-feature 170 - feature 54 - ,-5 - 2 - ,-resource_type 8 - ,-severity_type 1 - ,0
15181,location 73,-event_type 20 - event_type 10 - event_type 27 - event_type 11 - ,-feature 35 - feature 319 - feature 134 - feature 55 - ,-1 - 1 - 1 - 1 - ,-resource_type 9 - resource_type 2 - resource_type 3 - resource_type 8 - ,-severity_type 1 - ,2
9783,location 443,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,1
3911,location 471,-event_type 35 - event_type 34 - ,-feature 313 - feature 235 - feature 315 - feature 233 - feature 312 - feature 232 - ,-6 - 1 - 2 - 6 - 5 - 5 - ,-resource_type 2 - ,-severity_type 2 - ,0
16909,location 609,-event_type 23 - event_type 11 - ,-feature 75 - feature 197 - feature 306 - ,-2 - 1 - 4 - ,-resource_type 7 - resource_type 8 - ,-severity_type 2 - ,0
8521,location 472,-event_type 34 - event_type 35 - ,-feature 233 - feature 313 - ,-2 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
10330,location 1097,-event_type 11 - ,-feature 54 - ,-3 - ,-resource_type 8 - ,-severity_type 1 - ,1
17542,location 878,-event_type 11 - ,-feature 68 - feature 187 - feature 73 - feature 195 - ,-1 - 1 - 2 - 3 - ,-resource_type 8 - ,-severity_type 1 - ,1
1792,location 255,-event_type 35 - ,-feature 312 - ,-2 - ,-resource_type 2 - ,-severity_type 4 - ,0
11807,location 756,-event_type 11 - ,-feature 87 - feature 209 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,0
12806,location 962,-event_type 11 - event_type 15 - ,-feature 203 - feature 82 - ,-12 - 26 - ,-resource_type 8 - ,-severity_type 1 - ,2
18141,location 734,-event_type 11 - event_type 15 - ,-feature 82 - feature 71 - feature 193 - ,-2 - 8 - 6 - ,-resource_type 8 - ,-severity_type 1 - ,0
4019,location 684,-event_type 15 - ,-feature 203 - feature 82 - feature 71 - ,-4 - 12 - 1 - ,-resource_type 8 - ,-severity_type 2 - ,2
7915,location 244,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-29 - 35 - ,-resource_type 2 - ,-severity_type 2 - ,0
3944,location 793,-event_type 11 - ,-feature 73 - feature 195 - ,-56 - 58 - ,-resource_type 8 - ,-severity_type 1 - ,0
1546,location 936,-event_type 23 - event_type 11 - ,-feature 306 - feature 75 - ,-2 - 3 - ,-resource_type 7 - resource_type 8 - ,-severity_type 1 - ,0
3698,location 1091,-event_type 11 - event_type 18 - event_type 13 - ,-feature 68 - feature 265 - feature 273 - ,-1 - 2 - 1 - ,-resource_type 8 - resource_type 6 - resource_type 10 - ,-severity_type 1 - ,1
