11066,location 481,-event_type 35 - event_type 34 - ,-feature 230 - feature 310 - feature 228 - feature 308 - ,-24 - 28 - 20 - 26 - ,-resource_type 2 - ,-severity_type 2 - 
12980,location 469,-event_type 35 - event_type 34 - ,-feature 315 - feature 231 - feature 235 - feature 313 - feature 312 - feature 230 - feature 233 - feature 316 - feature 307 - feature 228 - feature 232 - feature 234 - feature 227 - feature 229 - feature 236 - ,-1 - 2 - 2 - 2 - 18 - 2 - 2 - 2 - 2 - 2 - 10 - 2 - 2 - 2 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
17107,location 1097,-event_type 11 - ,-feature 170 - feature 54 - ,-1 - 2 - ,-resource_type 8 - ,-severity_type 1 - 
1808,location 491,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - feature 235 - feature 315 - ,-1 - 1 - 7 - 7 - ,-resource_type 2 - ,-severity_type 2 - 
9938,location 886,-event_type 14 - event_type 23 - event_type 20 - ,-feature 306 - feature 134 - feature 219 - ,-1 - 1 - 1 - ,-resource_type 2 - resource_type 4 - resource_type 7 - ,-severity_type 1 - 
13207,location 684,-event_type 15 - event_type 11 - ,-feature 203 - feature 82 - ,-18 - 30 - ,-resource_type 8 - ,-severity_type 1 - 
10363,location 1046,-event_type 13 - event_type 11 - ,-feature 179 - feature 345 - feature 273 - feature 68 - ,-2 - 1 - 1 - 2 - ,-resource_type 8 - resource_type 6 - ,-severity_type 1 - 
14310,location 1025,-event_type 54 - ,-feature 362 - feature 360 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 4 - 
16534,location 942,-event_type 11 - event_type 13 - ,-feature 68 - feature 273 - feature 54 - feature 170 - ,-6 - 1 - 1 - 1 - ,-resource_type 8 - resource_type 6 - ,-severity_type 1 - 
15498,location 734,-event_type 54 - event_type 15 - ,-feature 203 - feature 71 - feature 82 - ,-8 - 2 - 42 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - 
1084,location 615,-event_type 11 - ,-feature 55 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - 
14178,location 1049,-event_type 11 - ,-feature 202 - feature 81 - ,-8 - 8 - ,-resource_type 8 - ,-severity_type 1 - 
15961,location 653,-event_type 15 - ,-feature 82 - feature 80 - ,-5 - 3 - ,-resource_type 8 - ,-severity_type 2 - 
4655,location 808,-event_type 11 - event_type 15 - ,-feature 193 - feature 71 - ,-2 - 3 - ,-resource_type 8 - ,-severity_type 1 - 
13115,location 661,-event_type 11 - ,-feature 54 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - 
1160,location 507,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-39 - 39 - ,-resource_type 2 - ,-severity_type 2 - 
18164,location 124,-event_type 35 - event_type 34 - ,-feature 307 - feature 235 - feature 227 - feature 313 - feature 315 - feature 232 - feature 233 - feature 312 - ,-2 - 7 - 1 - 10 - 7 - 2 - 9 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
10124,location 680,-event_type 20 - event_type 6 - ,-feature 134 - feature 219 - ,-2 - 2 - ,-resource_type 2 - resource_type 1 - ,-severity_type 1 - 
12057,location 157,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-7 - 5 - ,-resource_type 2 - ,-severity_type 2 - 
17567,location 1026,-event_type 14 - event_type 11 - ,-feature 170 - feature 68 - feature 54 - ,-2 - 2 - 2 - ,-resource_type 4 - resource_type 8 - ,-severity_type 2 - 
9077,location 653,-event_type 11 - event_type 15 - ,-feature 82 - feature 203 - feature 80 - feature 201 - ,-20 - 9 - 22 - 18 - ,-resource_type 8 - ,-severity_type 1 - 
15775,location 485,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-10 - 9 - ,-resource_type 2 - ,-severity_type 2 - 
2633,location 932,-event_type 15 - ,-feature 201 - feature 80 - ,-2 - 4 - ,-resource_type 8 - ,-severity_type 2 - 
7971,location 34,-event_type 32 - event_type 20 - ,-feature 280 - feature 219 - feature 134 - ,-2 - 2 - 2 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - 
13445,location 274,-event_type 21 - ,-feature 135 - feature 220 - ,-2 - 2 - ,-resource_type 2 - ,-severity_type 1 - 
8754,location 497,-event_type 34 - event_type 35 - ,-feature 312 - feature 233 - feature 232 - feature 313 - feature 315 - ,-99 - 38 - 130 - 52 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
16470,location 155,-event_type 35 - event_type 34 - ,-feature 232 - feature 227 - feature 312 - feature 307 - ,-11 - 1 - 12 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
762,location 702,-event_type 11 - ,-feature 54 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - 
6413,location 684,-event_type 11 - event_type 15 - ,-feature 203 - feature 82 - ,-10 - 8 - ,-resource_type 8 - ,-severity_type 1 - 
2548,location 798,-event_type 15 - ,-feature 82 - ,-68 - ,-resource_type 8 - ,-severity_type 2 - 
14499,location 793,-event_type 11 - ,-feature 195 - feature 73 - ,-8 - 42 - ,-resource_type 8 - ,-severity_type 1 - 
12717,location 892,-event_type 44 - event_type 42 - event_type 43 - ,-feature 283 - feature 376 - feature 375 - feature 291 - feature 368 - ,-2 - 2 - 3 - 2 - 2 - ,-resource_type 2 - ,-severity_type 1 - 
5651,location 497,-event_type 35 - ,-feature 312 - ,-1 - ,-resource_type 2 - ,-severity_type 4 - 
9449,location 510,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-5 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
7059,location 794,-event_type 23 - event_type 20 - event_type 11 - event_type 14 - ,-feature 163 - feature 219 - feature 47 - feature 306 - feature 134 - ,-1 - 2 - 1 - 2 - 3 - ,-resource_type 2 - resource_type 7 - resource_type 4 - resource_type 8 - ,-severity_type 1 - 
16235,location 827,-event_type 20 - ,-feature 134 - ,-1 - ,-resource_type 2 - ,-severity_type 1 - 
9435,location 145,-event_type 35 - ,-feature 312 - ,-1 - ,-resource_type 2 - ,-severity_type 4 - 
17047,location 809,-event_type 15 - event_type 11 - ,-feature 71 - feature 193 - ,-2 - 1 - ,-resource_type 8 - ,-severity_type 1 - 
18185,location 518,-event_type 34 - event_type 35 - ,-feature 315 - feature 312 - feature 313 - feature 232 - feature 233 - feature 235 - ,-7 - 4 - 4 - 4 - 3 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
15015,location 314,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - feature 313 - feature 233 - ,-1 - 1 - 2 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
15885,location 242,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - feature 229 - feature 314 - feature 234 - feature 309 - ,-3 - 3 - 4 - 2 - 2 - 4 - ,-resource_type 2 - ,-severity_type 2 - 
2904,location 459,-event_type 34 - event_type 35 - ,-feature 314 - feature 312 - feature 232 - feature 234 - ,-1 - 3 - 3 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
16992,location 133,-event_type 35 - event_type 34 - ,-feature 313 - feature 235 - feature 233 - feature 315 - ,-1 - 1 - 1 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
9266,location 213,-event_type 11 - event_type 34 - event_type 20 - event_type 35 - ,-feature 357 - feature 211 - feature 227 - feature 232 - feature 44 - feature 160 - feature 307 - feature 353 - feature 219 - feature 134 - feature 358 - feature 67 - feature 301 - feature 354 - feature 95 - feature 312 - feature 94 - feature 277 - ,-2 - 1 - 3 - 2 - 1 - 1 - 4 - 1 - 2 - 2 - 2 - 1 - 3 - 1 - 2 - 3 - 1 - 1 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - 
10567,location 102,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-4 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
14582,location 498,-event_type 34 - event_type 35 - ,-feature 233 - feature 315 - feature 313 - feature 232 - feature 235 - feature 312 - ,-4 - 5 - 12 - 2 - 2 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
6244,location 1008,-event_type 15 - event_type 11 - ,-feature 203 - feature 80 - feature 201 - feature 82 - ,-1 - 9 - 2 - 16 - ,-resource_type 8 - ,-severity_type 1 - 
15488,location 737,-event_type 11 - ,-feature 157 - feature 42 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 4 - 
17008,location 944,-event_type 11 - ,-feature 54 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - 
3498,location 242,-event_type 35 - event_type 34 - ,-feature 314 - feature 234 - feature 232 - feature 309 - feature 312 - feature 229 - ,-30 - 28 - 46 - 39 - 43 - 41 - ,-resource_type 2 - ,-severity_type 2 - 
11053,location 763,-event_type 15 - ,-feature 203 - feature 82 - ,-6 - 6 - ,-resource_type 8 - ,-severity_type 2 - 
17456,location 126,-event_type 35 - event_type 34 - ,-feature 315 - feature 307 - feature 313 - feature 235 - feature 227 - feature 233 - feature 232 - feature 312 - ,-3 - 4 - 10 - 3 - 2 - 10 - 7 - 7 - ,-resource_type 2 - ,-severity_type 2 - 
10083,location 400,-event_type 34 - event_type 35 - ,-feature 221 - feature 301 - ,-1 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
15428,location 468,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-22 - 25 - ,-resource_type 2 - ,-severity_type 2 - 
15666,location 182,-event_type 34 - event_type 35 - ,-feature 313 - feature 315 - feature 233 - feature 235 - ,-2 - 1 - 2 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
13868,location 834,-event_type 15 - ,-feature 82 - feature 203 - ,-15 - 12 - ,-resource_type 8 - ,-severity_type 2 - 
17146,location 373,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-31 - 34 - ,-resource_type 2 - ,-severity_type 2 - 
18274,location 1084,-event_type 32 - event_type 11 - ,-feature 54 - feature 170 - feature 280 - ,-4 - 1 - 2 - ,-resource_type 8 - ,-severity_type 2 - 
17607,location 957,-event_type 11 - event_type 54 - ,-feature 55 - feature 171 - ,-2 - 1 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - 
11627,location 1100,-event_type 11 - event_type 15 - ,-feature 82 - feature 71 - feature 193 - ,-49 - 7 - 4 - ,-resource_type 8 - ,-severity_type 1 - 
9135,location 1100,-event_type 11 - event_type 15 - ,-feature 82 - feature 203 - feature 80 - ,-51 - 3 - 1 - ,-resource_type 8 - ,-severity_type 1 - 
2264,location 124,-event_type 34 - event_type 35 - ,-feature 307 - feature 313 - feature 232 - feature 315 - feature 233 - feature 235 - feature 312 - ,-1 - 6 - 3 - 4 - 5 - 3 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
14056,location 435,-event_type 35 - ,-feature 94 - ,-1 - ,-resource_type 2 - ,-severity_type 4 - 
4893,location 603,-event_type 11 - ,-feature 68 - ,-7 - ,-resource_type 8 - ,-severity_type 1 - 
8386,location 122,-event_type 34 - event_type 35 - ,-feature 235 - feature 233 - feature 313 - feature 315 - ,-3 - 6 - 8 - 5 - ,-resource_type 2 - ,-severity_type 2 - 
10075,location 266,-event_type 35 - ,-feature 301 - ,-1 - ,-resource_type 2 - ,-severity_type 4 - 
8992,location 743,-event_type 15 - ,-feature 80 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - 
17140,location 471,-event_type 34 - event_type 35 - ,-feature 235 - feature 313 - feature 233 - feature 315 - ,-1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
18430,location 342,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-2 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
7079,location 446,-event_type 34 - event_type 35 - event_type 20 - ,-feature 219 - feature 307 - feature 134 - feature 232 - feature 301 - feature 312 - feature 227 - ,-1 - 2 - 1 - 2 - 1 - 2 - 2 - ,-resource_type 2 - ,-severity_type 1 - 
9414,location 643,-event_type 42 - event_type 44 - ,-feature 368 - feature 376 - ,-4 - 2 - ,-resource_type 2 - ,-severity_type 4 - 
18504,location 353,-event_type 34 - event_type 35 - ,-feature 312 - feature 307 - feature 232 - ,-2 - 2 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
10718,location 1048,-event_type 11 - ,-feature 54 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - 
5356,location 10,-event_type 11 - ,-feature 51 - feature 167 - ,-46 - 48 - ,-resource_type 8 - ,-severity_type 1 - 
6867,location 1063,-event_type 11 - ,-feature 195 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - 
13978,location 46,-event_type 40 - event_type 37 - ,-feature 365 - ,-1 - ,-resource_type 2 - ,-severity_type 4 - 
7225,location 609,-event_type 11 - event_type 23 - event_type 22 - ,-feature 306 - feature 75 - feature 305 - ,-2 - 2 - 2 - ,-resource_type 8 - resource_type 7 - ,-severity_type 2 - 
14698,location 985,-event_type 20 - ,-feature 134 - ,-1 - ,-resource_type 2 - ,-severity_type 1 - 
13429,location 149,-event_type 35 - event_type 34 - ,-feature 312 - feature 235 - feature 315 - feature 313 - feature 233 - feature 232 - ,-1 - 1 - 1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
11267,location 403,-event_type 34 - event_type 35 - ,-feature 232 - feature 301 - feature 307 - feature 313 - feature 312 - feature 233 - ,-1 - 1 - 1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
5776,location 684,-event_type 15 - ,-feature 82 - feature 71 - feature 203 - ,-28 - 1 - 16 - ,-resource_type 8 - ,-severity_type 2 - 
7434,location 473,-event_type 35 - event_type 34 - ,-feature 313 - feature 233 - feature 315 - feature 235 - ,-1 - 1 - 2 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
7304,location 950,-event_type 11 - ,-feature 83 - ,-2 - ,-resource_type 8 - ,-severity_type 1 - 
6462,location 1038,-event_type 9 - event_type 21 - event_type 11 - event_type 20 - ,-feature 182 - feature 113 - feature 68 - feature 220 - feature 134 - feature 85 - feature 149 - feature 135 - feature 87 - feature 207 - feature 209 - feature 26 - feature 170 - feature 54 - feature 15 - ,-1 - 1 - 1 - 2 - 1 - 2 - 6 - 2 - 5 - 1 - 3 - 1 - 22 - 2 - 6 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - 
34,location 1025,-event_type 20 - event_type 15 - event_type 10 - event_type 11 - ,-feature 153 - feature 56 - feature 172 - feature 134 - feature 196 - feature 74 - feature 219 - ,-1 - 1 - 1 - 1 - 39 - 39 - 1 - ,-resource_type 3 - resource_type 8 - resource_type 2 - ,-severity_type 1 - 
9870,location 1008,-event_type 15 - ,-feature 201 - feature 82 - feature 80 - feature 203 - ,-1 - 6 - 6 - 1 - ,-resource_type 8 - ,-severity_type 2 - 
6967,location 627,-event_type 11 - event_type 22 - event_type 23 - ,-feature 306 - feature 305 - feature 75 - ,-1 - 2 - 2 - ,-resource_type 7 - resource_type 8 - ,-severity_type 2 - 
5143,location 730,-event_type 11 - ,-feature 55 - feature 171 - ,-1 - 2 - ,-resource_type 8 - ,-severity_type 2 - 
15964,location 830,-event_type 11 - ,-feature 170 - feature 54 - ,-111 - 119 - ,-resource_type 8 - ,-severity_type 1 - 
1404,location 89,-event_type 34 - event_type 35 - event_type 20 - ,-feature 301 - feature 134 - feature 221 - ,-1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
11309,location 798,-event_type 15 - ,-feature 82 - feature 203 - ,-65 - 20 - ,-resource_type 8 - ,-severity_type 2 - 
7176,location 704,-event_type 15 - ,-feature 82 - ,-16 - ,-resource_type 8 - ,-severity_type 2 - 
17123,location 526,-event_type 34 - event_type 35 - ,-feature 235 - feature 233 - feature 313 - feature 315 - ,-1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
14533,location 742,-event_type 11 - event_type 54 - event_type 15 - ,-feature 25 - feature 201 - feature 111 - feature 80 - ,-2 - 2 - 17 - 25 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - 
4426,location 760,-event_type 11 - event_type 54 - ,-feature 54 - feature 170 - ,-6 - 6 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - 
3513,location 255,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-1 - 5 - ,-resource_type 2 - ,-severity_type 2 - 
4601,location 97,-event_type 35 - event_type 34 - event_type 20 - ,-feature 219 - feature 312 - feature 301 - feature 221 - feature 134 - feature 232 - ,-1 - 2 - 1 - 1 - 1 - 2 - ,-resource_type 2 - ,-severity_type 1 - 
15198,location 899,-event_type 49 - event_type 53 - event_type 47 - event_type 50 - ,-feature 367 - feature 370 - feature 288 - feature 374 - ,-1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 4 - 
203,location 9,-event_type 15 - ,-feature 71 - ,-2 - ,-resource_type 8 - ,-severity_type 2 - 
9598,location 1019,-event_type 11 - event_type 15 - ,-feature 201 - feature 82 - feature 203 - ,-1 - 10 - 4 - ,-resource_type 8 - ,-severity_type 1 - 
14472,location 767,-event_type 13 - event_type 11 - ,-feature 68 - feature 179 - feature 273 - ,-2 - 2 - 2 - ,-resource_type 6 - resource_type 8 - ,-severity_type 1 - 
11638,location 257,-event_type 35 - ,-feature 313 - feature 312 - feature 307 - ,-1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 4 - 
15510,location 742,-event_type 54 - event_type 11 - event_type 15 - ,-feature 80 - feature 201 - ,-2 - 1 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - 
8449,location 834,-event_type 15 - ,-feature 82 - ,-8 - ,-resource_type 8 - ,-severity_type 2 - 
18267,location 734,-event_type 54 - event_type 15 - ,-feature 71 - feature 203 - feature 82 - ,-5 - 4 - 8 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - 
15919,location 500,-event_type 35 - event_type 34 - ,-feature 315 - feature 312 - feature 232 - ,-3 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
960,location 1107,-event_type 11 - event_type 15 - ,-feature 201 - feature 82 - feature 71 - feature 80 - ,-1 - 45 - 5 - 2 - ,-resource_type 8 - ,-severity_type 1 - 
3423,location 943,-event_type 11 - ,-feature 170 - feature 54 - feature 68 - ,-4 - 3 - 1 - ,-resource_type 8 - ,-severity_type 1 - 
5575,location 95,-event_type 20 - event_type 34 - event_type 35 - ,-feature 219 - feature 314 - feature 234 - feature 313 - feature 232 - feature 308 - feature 233 - feature 221 - feature 134 - feature 309 - feature 307 - feature 301 - feature 312 - feature 229 - feature 227 - ,-1 - 1 - 1 - 1 - 1 - 1 - 1 - 1 - 1 - 1 - 1 - 1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
11789,location 891,-event_type 11 - ,-feature 73 - feature 195 - ,-1 - 2 - ,-resource_type 8 - ,-severity_type 1 - 
8807,location 745,-event_type 14 - event_type 11 - event_type 13 - ,-feature 146 - feature 147 - feature 148 - feature 68 - feature 273 - feature 179 - feature 170 - ,-1 - 1 - 1 - 3 - 3 - 2 - 11 - ,-resource_type 8 - resource_type 4 - resource_type 6 - ,-severity_type 1 - 
16182,location 279,-event_type 34 - event_type 35 - ,-feature 313 - feature 233 - feature 315 - feature 235 - ,-1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
8097,location 817,-event_type 15 - ,-feature 51 - ,-2 - ,-resource_type 8 - ,-severity_type 2 - 
3051,location 477,-event_type 20 - event_type 34 - event_type 35 - ,-feature 230 - feature 310 - feature 234 - feature 134 - feature 314 - feature 307 - feature 227 - feature 232 - feature 312 - feature 301 - feature 219 - feature 315 - feature 235 - ,-2 - 1 - 1 - 2 - 2 - 9 - 5 - 5 - 9 - 2 - 2 - 1 - 3 - ,-resource_type 2 - ,-severity_type 1 - 
1016,location 528,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-2 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
2477,location 414,-event_type 35 - ,-feature 312 - feature 313 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 4 - 
17704,location 147,-event_type 35 - event_type 34 - ,-feature 232 - feature 307 - feature 227 - feature 313 - feature 233 - feature 312 - ,-2 - 3 - 2 - 1 - 1 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
198,location 157,-event_type 35 - event_type 34 - event_type 20 - ,-feature 307 - feature 134 - feature 301 - feature 232 - feature 312 - feature 219 - ,-1 - 1 - 1 - 3 - 4 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
14633,location 411,-event_type 35 - event_type 20 - ,-feature 312 - feature 219 - feature 307 - feature 95 - feature 134 - feature 301 - ,-1 - 1 - 1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
14326,location 1024,-event_type 11 - ,-feature 73 - feature 195 - ,-18 - 9 - ,-resource_type 8 - ,-severity_type 1 - 
10499,location 33,-event_type 10 - ,-feature 39 - ,-1 - ,-resource_type 3 - ,-severity_type 4 - 
18501,location 2,-event_type 11 - event_type 13 - ,-feature 54 - feature 170 - feature 273 - feature 345 - ,-1 - 1 - 1 - 1 - ,-resource_type 6 - resource_type 8 - ,-severity_type 1 - 
